course_code,course_duration,course_fees_int,course_fees_uk,course_intake,course_location,course_title,course_type,course_url,data_requirements
Llm,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Llm Energy Natural Resources,Postgraduate,https://uel.ac.uk/postgraduate/courses/llm-energy-natural-resources,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Llm,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Llm Fintech Law,Postgraduate,https://uel.ac.uk/postgraduate/courses/llm-fintech-law,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Ma,Full time,1720,10320,September 2023,Docklands Campus,Ma Creative Enterprise,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-creative-enterprise,Bachelor's degree with minimum Second Class (2:2) or equivalent with evidenced knowledge of the creative industries.
Llb,"Full time, 3 years",14160,9250,September 2023,University Square Stratford,Llb Hons Law International Relations,Undergraduate,https://uel.ac.uk/undergraduate/courses/llb-hons-law-international-relations,"A Levels in at least two subjects,BTEC Extended Diploma – DMM,BTEC Diploma – D*D*,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics,
	 "
Ma,"Full time, 1 year",1300,7800,September 2023,Docklands Campus,Ma Early Childhood Leadership Practice,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-early-childhood-leadership-practice,"Bachelor's degree with minimum Second Class (2:2) or equivalent in Early Childhood Studies, Social Policy, Health Studies or related subject."
Llm,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Llm Transitional Justice Conflict,Postgraduate,https://uel.ac.uk/postgraduate/courses/llm-transitional-justice-conflict,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Ma,"Full time, 1 year",1650,9900,September 2023,Stratford Campus,Ma Conflict Displacement Human Security,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-conflict-displacement-human-security,Bachelor's degree with minimum Upper Second Class (2:1) or equivalent in a relevant subject area or substantial professional experience.
Ma,"Part time, 3 years",,2240,September 2023,Stratford Campus,Ma Counselling Psychotherapy,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-counselling-psychotherapy,"Self-awareness, maturity and stability,Ability to make use of and reflect upon life experience,Capacity to cope with the emotional demands of the programme,Ability to cope with the intellectual and academic requirements,Ability to form a helping relationship characterised by empathy, acceptance and genuineness.,Ability to be self-critical and use both positive and negative feedback,Awareness of the nature of prejudice and oppression,Awareness of issues of difference and equality,Ability to recognise the need for personal and professional support,Commitment to self-development,Competence in, or the aptitude to develop generic professional skills, including literacy, numeracy, information technology, administrative skills, self management skills, communication and interpersonal skills,Successful applicants usually have some previous counselling skills training, relevant experience of working with people and some experience of their own personal therapy.,Undertaking a short introductory/preparatory course in counselling and/or psychotherapy (lasting between 3 and 12 months). This course usually (but not always) involves gaining experience of counselling in small groups (‘triads’).,Undertaking paid or voluntary work which involves working with and/or listening to people in distress.,Undertaking personal therapy. We do not need to know the reasons you sought it; we are more interested in your experience of it."
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Acting,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-acting,
Ma,"Full time, 1 year",1620,9720,September 2023,Docklands Campus,Ma Filmmaking,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-filmmaking,
Ma,"Full time, 1 year",1370,8220,September 2023,Docklands Campus,Ma Fine Art,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-fine-art,Bachelor's degree with minimum Second Class (2:2) or equivalent in Fine Art or related Creative Arts subject.
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Applied Theatre,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-applied-theatre,
Ma,"Full time, 1 year",10320,10320,September 2023,University Square Stratford,Ma Global Learning Futures,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-global-learning-futures,
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Contemporary Performance Practices,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-contemporary-performance-practices,
Ma,"Full time, 1 year",1300,7800,September 2023,Stratford Campus,Ma Education,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-education,Bachelor's degree with minimum Second Class (2:2) or equivalent in an Education related subject or Upper Second Class (2:1) if subject not Education related.
Ma,Part time,,1300,September 2023,Stratford Campus,Ma Leadership Education,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-leadership-education,"Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.,All applicants should already be in employment - working in an establishment that is educational or the focus of their role within a non-educational organisation is about staff development and organisational learning."
Ma,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Ma Media Communication Industries,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-media-communication-industries,
Ma,Part time,1390,1390,September 2023,Online,Ma English Language Teaching Distance Learning,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-english-language-teaching-distance-learning,"Bachelor's degree with minimum Second Class (2:2) or equivalent in Social Sciences or Humanities subject (e.g. Languages, English, Education, Psychology) and evidence of 2 years relevant classroom experience."
Ma,"Full time, 2 years",1370,5480,September 2023,Docklands Campus,Ma Professional Landscape Architecture Conversion,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-professional-landscape-architecture-conversion,Academic requirements are wrong. The agreed wording is: Minimum 2:2 Degree in any subject. We would normally expect you to have Grade C in GCSE English and Maths.
Ma,"Full time, 1 year",1390,8340,September 2023,Stratford Campus,Ma English Language Teaching,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-english-language-teaching,"Bachelor's degree with minimum Second Class (2:2) or equivalent in Social Sciences or Humanities subject (e.g. Languages, English, Education, Psychology) and evidence of 2 years relevant classroom experience."
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Directing Stage Screen,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-directing-stage-screen,
Ma,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Ma Global Football Journalism,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-global-football-journalism,Bachelor's degree with minimum Second Class (2:2) in related field.
Ma,"Full time, 1 year",14700,10320,September 2023,Docklands Campus,Ma Fashion,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-fashion,
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Sound Music Media,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-sound-music-media,
Ma,"Full time, 1 year",1370,8220,September 2023,Docklands Campus,Ma Interior Design,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-interior-design,Bachelor's degree with Upper Second Class (2:1) or Second Class (2:2) in Architecture or Interior Design.
Ma,"Full time, 1 year",1650,9900,September 2023,Stratford Campus,Ma Refugee Studies,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-refugee-studies,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject. Applicants must be able to demonstrate a clear commitment to refugee related work and issues. Experience of refugee related work at the time of application is welcomed.
Ma,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Ma International Fashion Business,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-international-fashion-business,
Ma,Part time,1390,8340,September 2023,Stratford Campus,Ma Post Qualifying Professional Practice,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-post-qualifying-professional-practice,Applicants need to be qualified and registered Social Workers or Allied Professionals.
Ma,"Full time, 2 years",15060,8340,September 2023,Docklands Campus,Ma Social Work,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-social-work,Bachelor's degree with minimum Upper Second Class (2:1) or equivalent in any subject or Lower Second Class (2.2) and a postgraduate qualification or extensive experience.
Ma,"Full time, 1 year",1370,8220,September 2023,Docklands Campus,Ma Professional Landscape Architecture,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-professional-landscape-architecture,"Minimum 2:2 Degree in Landscape Architecture, or PG Dip (Conversion) in Landscape Architecture. We would normally expect your Degree or PG Dip (Conversion) to have been earned at an institution accredited by the appropriate professional body in your country. If your Degree or PG Dip (Conversion) is not accredited, we will need to assess if it is of an equivalent standard. In this case, please contact us for more information. We would normally expect you to have Grade C in GCSE English and Maths."
Ma,Part time,,,September 2023,Online,Ma Special Additional Learning Needs Icepe,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-special-additional-learning-needs-icepe,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Sound Music Performance,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-sound-music-performance,
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Sound Music Theatre,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-sound-music-theatre,
Mba,"Full time, 1 year",2020,12120,September 2023,University Square Stratford,Mba Master Business Administration Digital Marketing,Postgraduate,https://uel.ac.uk/postgraduate/courses/mba-master-business-administration-digital-marketing,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Ma,"Full time, 1 year",1300,7800,September 2023,Docklands Campus,Ma Youth Community Work,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-youth-community-work,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject. Applicants must have evidence of minimum 140 hours of experience working with young people between 13 and 19 years.
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Sound Music Games,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-sound-music-games,
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Theatre Directing,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-theatre-directing,
Mba,"Full time, 1 year",2020,12120,September 2023,University Square Stratford and Docklands,Mba Master Business Administration Project Management,Postgraduate,https://uel.ac.uk/postgraduate/courses/mba-master-business-administration-project-management,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Ma,"Full time, 1 year",1300,7800,September 2023,Stratford Campus,Ma Special Educational Needs,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-special-educational-needs,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Mba,"Full time, 1 year",2020,12120,September 2023,University Square Stratford and Docklands,Mba Master Business Administration Supply Chain Management,Postgraduate,https://uel.ac.uk/postgraduate/courses/mba-master-business-administration-supply-chain-management,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Mba,"Full time, 1 year",2020,12120,September 2023,University Square Stratford and Docklands,Mba Master Business Administration Business Analytics,Postgraduate,https://uel.ac.uk/postgraduate/courses/mba-master-business-administration-business-analytics,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Mba,"Full time, 1 year",2020,12120,September 2023,University Square Stratford and Docklands,Mba Master Business Administration,Postgraduate,https://uel.ac.uk/postgraduate/courses/mba-master-business-administration,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Ma,"Full time, 1 year",1620,9720,September 2023,University Square Stratford,Ma Sound Music Production,Postgraduate,https://uel.ac.uk/postgraduate/courses/ma-sound-music-production,
March,"Full time, 2 years",13920,9250,September 2023,Docklands Campus,March Architecture Arbriba Part 2,Postgraduate,https://uel.ac.uk/postgraduate/courses/march-architecture-arbriba-part-2,Bachelor's degree with minimum Second Class (2:2) or equivalent in an environmentally-relevant subject.
Maccfin,"Full time, 4 years",14160,9250,September 2023,University Square Stratford,Maccfin Hons Accounting Finance,Undergraduate,https://uel.ac.uk/undergraduate/courses/maccfin-hons-accounting-finance,"A Levels in at least two subjects,BTEC Extended Diploma – MMM,BTEC Diploma – DD,Access to HE Diploma,T Levels,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics, "
Mba,"Full time, 1 year",2020,12120,September 2023,University Square Stratford and Docklands,Mba Master Business Administration Sustainable Energy,Postgraduate,https://uel.ac.uk/postgraduate/courses/mba-master-business-administration-sustainable-energy,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Mba,"Full time, 1 year",2020,12120,September 2023,University Square Stratford and Docklands,Mba Master Business Administration Fintech Management,Postgraduate,https://uel.ac.uk/postgraduate/courses/mba-master-business-administration-fintech-management,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Mba,Full time,1720,10320,September 2023,Docklands Campus,Mba Fashion Entrepreneurship,Postgraduate,https://uel.ac.uk/postgraduate/courses/mba-fashion-entrepreneurship,
Meng,Full time 3/4/5 years,2310,9250,September 2023,Docklands Campus,Meng Civil Engineering Integrated Masters,Undergraduate,https://uel.ac.uk/undergraduate/courses/meng-civil-engineering-integrated-masters,"120 UCAS points from an equivalent Level 3 qualification listed on the , ,, including:, A Levels in at least two subjects Must have A Level in Mathematics and Physics Grade C., BTEC Extended Diploma - DDM in a relevant topic. Must include Merit in both Mathematics and Further Mathematics, Access to HE Diploma ,T Levels in a relevant subject ,International Baccalaureate – 24 points including a minimum of 15 points at Higher Level, must have 5 points in Mathematics at HL.,GCSE English Grade 4/C or Level 2 Functional Skills in English ,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Mba,"Full time, 1 year",2020,12120,September 2023,University Square Stratford and Docklands,Mba Business Administration Entrepreneurship,Postgraduate,https://uel.ac.uk/postgraduate/courses/mba-business-administration-entrepreneurship,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Meng,"Full time, 4 years",13920,9250,September 2023,Docklands Campus,Meng Electrical Electronic Engineering,Undergraduate,https://uel.ac.uk/undergraduate/courses/meng-electrical-electronic-engineering,120 UCAS points from an equivalent Level 3 qualification listed on the 
Mphil,"Full time, 3 years",2870,5740,July 2023       September 2023       November 2023,Stratford Campus,Mphil Phd Applied Positive Psychology Coaching Psychology,Postgraduate,https://uel.ac.uk/postgraduate/courses/mphil-phd-applied-positive-psychology-coaching-psychology,Master's degree in a related subject. Bachelor's degree with minimum Upper Second Class (2:1) or equivalent in a related subject. Applicants will need to provide an academic reference.
Meng,Full time 4/5 years,13920,9250,September 2023,Docklands Campus,Meng Mechanical Engineering Integrated Masters,Undergraduate,https://uel.ac.uk/undergraduate/courses/meng-mechanical-engineering-integrated-masters,"A Levels in at least two subjects including Mathematics, Physics or Electronics,BTEC Extended Diploma – DDM,BTEC Diploma – D*D*,Access to HE Diploma ,International Baccalaureate – 24 points including a minimum of 16 points at Higher Level, must include Mathematics and Physics at Higher Level,GCSE English Grade 4/C or Level 2 Functional Skills in English,GCSE Mathematics Grade 4/C or Level 2 Functional Skills in Mathematics"
Mphil,"Full time, 3 years",2870,5740,July 2023       September 2023       November 2023,Stratford Campus,Mphil Phd Psychology,Postgraduate,https://uel.ac.uk/postgraduate/courses/mphil-phd-psychology,Bachelor's degree with minimum Upper Second Class (2:1) or equivalent in a related subject from a recognised institution.
Mres,"Full time, 1 year",2870,5740,September 2023,Stratford Campus,Mres Health Science,Postgraduate,https://uel.ac.uk/postgraduate/courses/mres-health-science,"Bachelor's degree with minimum Second Class (2:2) or equivalent in relevant subject from a recognised institution and a research proposal. A written statement to support your application with maximum 1,500 words detailing academic and professional background, career objectives and your reasoning for choosing this course."
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Ai Data Science,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-ai-data-science,"A first- or second-class honours degree or equivalent in any non-Computing subject. We would normally expect students to have mathematical skills equivalent to a grade C or above in GCSE Mathematics or similar grade for international students. All applicants are considered on an individual basis and additional qualifications and relevant experience may also be considered., "
Msc,"Full time, 1 year",1640,9840,September 2023,Docklands Campus,Msc Applied Sport Exercise Sciences Strength Conditioning,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-applied-sport-exercise-sciences-strength-conditioning,Bachelor's degree with minimum Second Class Upper (2:1) or equivalent in a Sport or Exercise related area.
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Artificial Intelligence,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-artificial-intelligence,Bachelor's degree with minimum Second Class (2:2) in Computer Science (or equivalent degree with significant maths and computing content).
Mres,"Full time, 1 year",1370,8220,September 2023,Docklands Campus,Mres Architecture Reading Neoliberal City,Postgraduate,https://uel.ac.uk/postgraduate/courses/mres-architecture-reading-neoliberal-city,Bachelor's degree with minimum Second Class (2:2) or equivalent in a Built Environment discipline.
Mres,"Full time, 1 year",2870,5740,September 2023,Stratford Campus,Mres Bioscience,Postgraduate,https://uel.ac.uk/postgraduate/courses/mres-bioscience,"Bachelor's degree with minimum Second Class (2:2) or equivalent in a relevant subject from a recognised institution and a Research Proposal. A written statement to support your application with maximum 1,500 words detailing academic and professional background, career objectives and your reasoning for choosing this course."
Msc,"Part time, 2 years",1910,11460,September 2023,University Square Stratford and Stratford Campus,Msc Business Psychology,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-business-psychology,"Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.,If you are an international applicant, please note that you will be expected to attend two interviews (one with the school to determine your suitability for the course, and one for your Confirmation of Acceptance for Studies (CAS) with our international compliance team)., "
Mres,"Full time, 1 year",2870,5740,September 2023,Docklands Campus,Mres Sport Exercise Science,Postgraduate,https://uel.ac.uk/postgraduate/courses/mres-sport-exercise-science,"Bachelor's degree with minimum Second Class (2:2) or equivalent in a relevant subject.,Personal Statement outlining academic and professional background, career objectives and reasoning for choosing this course and two supporting references, one of which is academic."
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Civil Engineering Sustainability,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-civil-engineering-sustainability,Bachelor's degree BEng with minimum Second Class (2:2) or BSc with minimum Upper Second Class (2:1) in Civil Engineering.
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Civil Engineering,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-civil-engineering,Bachelor's degree BEng with minimum Second Class (2:2) or BSc with minimum Upper Second Class (2:1) in Civil Engineering. MICE and MIStructrE also accepted.
Mres,Full time,3990,7980,September 2023,University Square Stratford and Docklands,Mres Business Management Social Justice,Postgraduate,https://uel.ac.uk/postgraduate/courses/mres-business-management-social-justice,120 UCAS points from an equivalent Level 3 qualification listed on the 
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Cloud Computing,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-cloud-computing,Bachelor's degree with minimum Second Class (2:2) in Computer Science (or equivalent degree with significant maths and computing content).
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Computer Science,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-computer-science,Bachelor's degree with minimum Second Class (2:2) in Computer Science (or equivalent degree with significant maths and computing content).
Msc,"Full time, 1 year",1640,9840,September 2023,Docklands Campus,Msc Applied Sport Exercise Physiology,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-applied-sport-exercise-physiology,"Bachelor's degree with minimum Second Class (2:2) or equivalent in Physiology, Pharmacy, Pharmacology, Chemistry, Biochemistry, Sports Science, Applied Biology or Toxicology."
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Construction Engineering Management,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-construction-engineering-management,"Bachelor's degree with minimum Second Class (2:2) in any Construction related subject, Law or Business Management."
Msc,"Full time, 1 year",1720,10320,September 2023,Stratford Campus,Msc Biomedical Science,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-biomedical-science,"Bachelor's degree with minimum Second Class (2:2) or equivalent in Physiology, Pharmacy, Pharmacology, Chemistry, Biochemistry, Sports Science, Applied Biology or Toxicology."
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Big Data Technologies,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-big-data-technologies,Bachelor's degree with minimum Second Class (2:2) in Computer Science (or equivalent degree with significant maths and computing content).
Msc,"Full time, 1 year",1620,9720,September 2023,Docklands Campus,Msc Data Science,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-data-science,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Blockchain Financial Technologies,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-blockchain-financial-technologies,Bachelor's degree with minimum Second Class (2:2) in Computer Science (or equivalent degree with significant maths and computing content).
Msc,Full time,1640,9840,September 2023,Docklands Campus,Msc Clinical Exercise Physiology,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-clinical-exercise-physiology, 
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Civil Engineering Environmental Management,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-civil-engineering-environmental-management,Bachelor's degree BEng with minimum Second Class (2:2) or BSc with minimum Upper Second Class (2:1) in Civil Engineering or a related subject.
Msc,"Full time, 1 year",2200,13200,September 2023,University Square Stratford,Msc Finance Risk,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-finance-risk,"Bachelor's degree with minimum Second Class (2:2) or equivalent in Business, Finance, Economics or in the Applied Mathematical Sciences with some Economics courses."
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Cyber Security Engineering,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-cyber-security-engineering,2:2 degree in Computer Science & Electronic or mechatronic Engineering.
Msc,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Msc Human Resource Management,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-human-resource-management,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject. Personal Statement should demonstrate a commitment to study HRM and detailing how this qualification will support the development of your HR or people management career.
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Information Security Digital Forensics,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-information-security-digital-forensics,Bachelor's degree with minimum Second Class (2:2) in Computer Science (or equivalent degree with significant maths and computing content).
Msc,"Full time, 1 year",,,September 2024,Docklands Campus,Msc Cyber Diplomacy,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-cyber-diplomacy,
Msc,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Msc International Business Management,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-international-business-management,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject from a recognised institution. Level 7 BTEC Extended Diploma in Strategic Management and Leadership with no fails.
Msc,"Full time, 1 year",1910,11460,September 2023,Docklands Campus,Msc Events Hospitality Leadership,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-events-hospitality-leadership,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Msc,"Full time, 1 year",2020,12120,September 2023,Docklands Campus,Msc Innovation Sustainable Hospitality,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-innovation-sustainable-hospitality,"Bachelor's degree with minimum Second Class (2:2) or equivalent in Business, Tourism, or Hospitality related degree."
Msc,"Part time, 3 years",2510,2240,September 2023,Stratford Campus,Msc Integrative Counselling Coaching,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-integrative-counselling-coaching,Bachelor's degree with minimum Second Class (2:1) or equivalent in any subject. Applicants must have some experience of counselling or other one to one practice relationship (such as psychotherapy or personal consultancy).
Msc,"Full time, 1 year",16740,12120,September 2023,University Square Stratford,Msc Marketing,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-marketing,"Bachelor's degree with minimum Second Class (2:2) or equivalent in Business, Management, Marketing or Social Science."
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Electric Vehicle Engineering,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-electric-vehicle-engineering,Bachelor's degree BEng with minimum Second Class (2:2) or BSc with minimum Upper Second Class (2:1) in Mechanical/ Electrical/ Electronics Engineering or closely related subject.
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Engineering Management,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-engineering-management,Bachelor's degree BEng with minimum Second Class (2:2) or BSc with minimum Upper Second Class (2:1) in Engineering.
Msc,"Full time, 1 year",1960,11760,September 2023,Online,Msc Humanitarian Intervention Distance Learning,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-humanitarian-intervention-distance-learning,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Msc,"Full time, 1 year",1960,11760,September 2023,University Square Stratford and Stratford Campus,Msc Occupational Organisational Psychology,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-occupational-organisational-psychology,Bachelor's degree with minimum Second Class (2:2) or equivalent in Psychology or its equivalent such that it meets the criteria for the Graduate Basis for Chartered Membership (GBC) by the British Psychological Society (BPS). 
Msc,"Full time, 1 year",1910,11460,September 2023,University Square Stratford,Msc Oil Gas Management,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-oil-gas-management,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Msc,"Full time, 1 year",1720,10320,September 2023,Stratford Campus,Msc Pharmaceutical Science Specialism,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-pharmaceutical-science-specialism,"Bachelor's degree with minimum Second Class (2:2) or equivalent in Physiology, Pharmacy, Pharmacology, Chemistry, Biochemistry, Applied Biology or Toxicology."
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Intelligent Transport Planning Engineering,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-intelligent-transport-planning-engineering,Bachelor's degree BEng with minimum Second Class (2:2) or BSc with minimum Upper Second Class (2:1) in Engineering.
Msc,"Full time, 1 year",1650,9900,September 2023,Stratford Campus,Msc International Relations,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-international-relations,Bachelor's degree with minimum Second Class (2:2) or equivalent in any subject.
Msc,"Full time, 1 year",1720,10320,September 2023,Stratford Campus,Msc Ngo Development Management,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-ngo-development-management,"Bachelor's degree with minimum Second Class (2:2) or equivalent in a relevant subject. Applicants must be able to demonstrate a clear commitment to engaging with the developing country contexts, issues and concerns. Experience in NGOs within the UK or overseas at time of application is welcomed."
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Mechanical Engineering,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-mechanical-engineering,Bachelor's degree BEng with minimum Second Class (2:2) or BSc with minimum Upper Second Class (2:1) in Mechanical Engineering.
Msc,"Full time, 1 year",1720,10320,September 2023,Docklands Campus,Msc Mechatronics Computer Systems Engineering,Postgraduate,https://uel.ac.uk/postgraduate/courses/msc-mechatronics-computer-systems-engineering,Bachelor's degree BEng with minimum Second Class (2:2) or BSc with minimum Upper Second Class (2:1) in Engineering.
